lei_number,url,Legal Name,Language Code,Other Entity Names,Legal Address (English),Headquarters Address (English),Legal Jurisdiction Country,Legal Jurisdiction Region,Registration Authority,Registration Authority ID,Registration Authority Entity ID,Entity Legal Form Code,Entity Category,Entity Status,Entity Creation Date
213800KVD76WKI6PN868,https://lei.bloomberg.com/leis/view/213800KVD76WKI6PN868,"CAPITAL CENTER, L.L.C.","en
Legal Address
4461 COX ROAD
GLEN ALLEN, Virginia (US-VA), 23060
UNITED STATES
Headquarters Address
4461 COX ROAD
GLEN ALLEN, Virginia (US-VA), 23060
UNITED STATES","Other Entity Name 1
Name
CAPCENTER
Type
TRADING_OR_OPERATING_NAME",,,UNITED STATES (US),Virginia (US-VA),,(US-VA): State Corporation Commission (RA000639),S0207755,Limited Liability Company (4WN7),GENERAL,ACTIVE,"1997-11-06 00:00:00
Legal Entity Events
Legal Entity Event 1
Event Type
CHANGE_LEGAL_ADDRESS
Effective Date
2023-03-08 00:00:00
Recorded Date
2023-03-09 09:36:39
Validation Documents
ACCOUNTS_FILING
Event Status
COMPLETED
Legal Entity Event 2
Event Type
CHANGE_HQ_ADDRESS
Effective Date
2023-03-08 00:00:00
Recorded Date
2023-03-09 09:35:40
Validation Documents
ACCOUNTS_FILING
Event Status
COMPLETED"
549300ESV371MYVWQV54,https://lei.bloomberg.com/leis/view/549300ESV371MYVWQV54,Citizens Savings Bank,en,,"1725 Sullivan Dr
Bogalusa, Louisiana (US-LA), 70427
UNITED STATES","1725 Sullivan Dr
Bogalusa, Louisiana (US-LA), 70427
UNITED STATES",UNITED STATES (US),Louisiana (US-LA),,Federal Deposit Insurance Corporation (RA000744),30270,"Other (8888)
Other Legal Form
BANK",GENERAL,ACTIVE,1944-12-31 05:00:00
254900NURL1XA7P0O968,https://lei.bloomberg.com/leis/view/254900NURL1XA7P0O968,First Sentinel Bank,en,,"315 Railroad Avenue
Richlands, Virginia (US-VA), 24641
UNITED STATES","315 Railroad Avenue
Richlands, Virginia (US-VA), 24641
UNITED STATES",UNITED STATES (US),Virginia (US-VA),,Federal Deposit Insurance Corporation (RA000744),31928,Commercial Bank (Q28E),GENERAL,ACTIVE,"1978-06-20 00:00:00
Website
www.firstsentinelbank.com"
254900UDJNXYZSDOKI36,https://lei.bloomberg.com/leis/view/254900UDJNXYZSDOKI36,Oostburg State Bank,en,,"905 Center Ave
Oostburg, Wisconsin (US-WI), 53070
UNITED STATES","905 Center Ave
Oostburg, Wisconsin (US-WI), 53070
UNITED STATES",UNITED STATES (US),Wisconsin (US-WI),,Federal Deposit Insurance Corporation (RA000744),10380,Savings Bank (QSJ1),GENERAL,ACTIVE,1908-03-01 00:00:00
549300107HDIK6N8E812,https://lei.bloomberg.com/leis/view/549300107HDIK6N8E812,First Peoples Bank,en,,"105 Chipley St.
Pine Mountain, Georgia (US-GA), 31822
UNITED STATES","105 Chipley Street
Pine Mountain, Georgia (US-GA), 31822
UNITED STATES",UNITED STATES (US),Georgia (US-GA),,Federal Deposit Insurance Corporation (RA000744),33010,"Other (8888)
Other Legal Form
BANK",GENERAL,ACTIVE,1990-07-09 00:00:00
549300IFAGUDY5MUY541,https://lei.bloomberg.com/leis/view/549300IFAGUDY5MUY541,AIM Credit Union,en,"Other Entity Name 1
Name
ALLIANT
Type
PREVIOUS_LEGAL_NAME","1200 Associates Dr
Dubuque, Iowa (US-IA), 52002-2283
UNITED STATES","1200 Associates Drive
Dubuque, Iowa (US-IA), 52002-2283
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),64886,Credit Union (14OD),GENERAL,ACTIVE,2017-04-21 12:00:00
254900SUM1U8US3D2Z03,https://lei.bloomberg.com/leis/view/254900SUM1U8US3D2Z03,First Federal Savings Bank of Twin Falls,en,,"383 Shoshone Street North
Twin Falls, Idaho (US-ID), 83301
UNITED STATES","383 Shoshone Street North
Twin Falls, Idaho (US-ID), 83301
UNITED STATES",UNITED STATES (US),,,Federal Deposit Insurance Corporation (RA000744),28845,"Other (8888)
Other Legal Form
Savings Bank",GENERAL,ACTIVE,"1916-01-01 00:00:00
Website
www.bankfirstfed.com"
549300JH0WD7YX0UUZ21,https://lei.bloomberg.com/leis/view/549300JH0WD7YX0UUZ21,WORCESTER CREDIT UNION,en,,"520 W Boylston St
Worcester, Massachusetts (US-MA), 01606-2026
UNITED STATES","520 W Boylston St
Worcester, Massachusetts (US-MA), 01606-2026
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),64144,Credit Union (14OD),GENERAL,ACTIVE,1976-02-03 00:00:00
549300FTVK4FVXS1IW37,https://lei.bloomberg.com/leis/view/549300FTVK4FVXS1IW37,Commercial Bank,en,,"101 North Pine River St
Ithaca, Michigan (US-MI), 48847
UNITED STATES","101 North Pine River
Ithaca, Michigan (US-MI), 48847
UNITED STATES",UNITED STATES (US),Michigan (US-MI),,Federal Deposit Insurance Corporation (RA000744),18584,Commercial Bank (6RZK),GENERAL,ACTIVE,1962-08-29 00:00:00
549300B201Z415GE5E85,https://lei.bloomberg.com/leis/view/549300B201Z415GE5E85,Somerset Regal Bank,en,"Other Entity Name 1
Name
Somerset Savings and Loan Association
Type
PREVIOUS_LEGAL_NAME","220 West Union Avenue
Bound Brook, New Jersey (US-NJ), 08805
UNITED STATES","220 West Union Avenue
Bound Brook, New Jersey (US-NJ), 08805
UNITED STATES",UNITED STATES (US),New Jersey (US-NJ),,Federal Deposit Insurance Corporation (RA000744),28778,Commercial Bank (G42I),GENERAL,ACTIVE,"1886-12-31 23:59:50
Website
www.somersetsavings.com
Legal Entity Events
Legal Entity Event 1
Event Type
CHANGE_LEGAL_NAME
Effective Date
2023-09-20 00:00:00
Recorded Date
2023-10-05 14:56:13
Validation Documents
SUPPORTING_DOCUMENTS
Event Status
COMPLETED
Legal Entity Event 2
Event Type
CHANGE_LEGAL_FORM
Effective Date
2023-09-20 00:00:00
Recorded Date
2023-10-05 14:56:13
Validation Documents
SUPPORTING_DOCUMENTS
Event Status
COMPLETED"
254900IQQH2FDQ54AX07,https://lei.bloomberg.com/leis/view/254900IQQH2FDQ54AX07,SPACE CITY CREDIT UNION,en,,"3101 HARRISBURG BLVD
HOUSTON, Texas (US-TX), 77003
UNITED STATES","3101 HARRISBURG BLVD
HOUSTON, Texas (US-TX), 77003
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),61135,Credit Union (14OD),GENERAL,ACTIVE,"1965-01-01 00:00:00
Website
WWW.SPACECITYCU.COM"
5493000H6FXB15JQW781,https://lei.bloomberg.com/leis/view/5493000H6FXB15JQW781,COMMUNITIES OF ABILENE FEDERAL CREDIT UNION,"en
Legal Address
3661 N 6th St
Abilene, Texas (US-TX), 79603
UNITED STATES
Headquarters Address
3661 N 6th St
Abilene, Texas (US-TX), 79603
UNITED STATES",,,,UNITED STATES (US),,,National Credit Union Administration (RA000745),10706,Credit Union (14OD),GENERAL,ACTIVE,1979-09-01 00:00:00
549300DDJMNOWGXL6236,https://lei.bloomberg.com/leis/view/549300DDJMNOWGXL6236,Farmers Savings Bank,en,,"305 Doty St
Mineral Point, Wisconsin (US-WI), 53565
UNITED STATES","305 Doty Street
Mineral Point, Wisconsin (US-WI), 53565
UNITED STATES",UNITED STATES (US),Wisconsin (US-WI),,Federal Deposit Insurance Corporation (RA000744),13025,Savings Bank (QSJ1),GENERAL,ACTIVE,1917-01-01 00:00:00
5493002OMAT2S3H4OF48,https://lei.bloomberg.com/leis/view/5493002OMAT2S3H4OF48,OSB Community Bank,en,"Other Entity Name 1
Name
Ottawa Savings Bank
Type
PREVIOUS_LEGAL_NAME","925 La Salle St
Ottawa, Illinois (US-IL), 61350
UNITED STATES","925 La Salle St
Ottawa, Illinois (US-IL), 61350
UNITED STATES",UNITED STATES (US),Illinois (US-IL),,Federal Deposit Insurance Corporation (RA000744),27989,Commercial Bank (QY7A),GENERAL,ACTIVE,"1870-12-31 23:59:50
Website
www.myosb.bank"
5493008GYZEYGLI3NQ97,https://lei.bloomberg.com/leis/view/5493008GYZEYGLI3NQ97,PENRITH HOME LOANS LLC,en,"Other Entity Name 1
Name
WMS SERIES LLC
Type
PREVIOUS_LEGAL_NAME","C/O NATIONAL REGISTERED AGENTS, INC.
1209 ORANGE STREET
WILMINGTON, Delaware (US-DE), 19801
UNITED STATES","601 Union Street
Suite 2217
Seattle, Washington (US-WA), 98101
UNITED STATES",UNITED STATES (US),Delaware (US-DE),,"(US-DE): Division of Corporations, Department of State (RA000602)",3960273,Limited Liability Company (HZEH),GENERAL,ACTIVE,2005-05-01 00:00:00
549300PIBI14GDBLD168,https://lei.bloomberg.com/leis/view/549300PIBI14GDBLD168,COOPERATIVA DE AHORRO Y CREDITO DE ISABELA,es,,"21 CALLE BARBOSA
ISABEL, 00662
PUERTO RICO","21 CALLE BARBOSA
ISABEL, 00662
PUERTO RICO",PUERTO RICO (PR),,,Puerto Rico Department of State (RA000493),106,"Other (8888)
Other Legal Form
ASSOCIATION",GENERAL,ACTIVE,
549300AIF4FYYXDE3021,https://lei.bloomberg.com/leis/view/549300AIF4FYYXDE3021,VUE COMMUNITY,"en
Legal Address
818 E Main Ave
Bismarck, North Dakota (US-ND), 58501
UNITED STATES
Headquarters Address
818 E Main Ave
Bismarck, North Dakota (US-ND), 58501
UNITED STATES",,,,UNITED STATES (US),,,National Credit Union Administration (RA000745),64408,Credit Union (14OD),GENERAL,ACTIVE,1961-01-01 00:00:00
549300LNXSV7JTOU7K53,https://lei.bloomberg.com/leis/view/549300LNXSV7JTOU7K53,Peoples Trust and Savings Bank,en,,"132 S 3rd St
Boonville, Indiana (US-IN), 47601
UNITED STATES","132 S 3rd St
Boonville, Indiana (US-IN), 47601
UNITED STATES",UNITED STATES (US),Indiana (US-IN),,Federal Deposit Insurance Corporation (RA000744),13113,Savings Bank (QR5I),GENERAL,ACTIVE,1894-12-31 23:59:50
2549005SKP81W00YW119,https://lei.bloomberg.com/leis/view/2549005SKP81W00YW119,The First National Bank of Dryden,en,,"7 West Main Street
PO Box 25
Dryden, New York (US-NY), 13053
UNITED STATES","7 West Main Street
PO Box 25
Dryden, New York (US-NY), 13053
UNITED STATES",UNITED STATES (US),,,Federal Deposit Insurance Corporation (RA000744),7031,National Bank (62VJ),GENERAL,ACTIVE,"1901-12-31 23:59:50
Website
www.drydenbank.com"
9845007E2D0BDH6C8955,https://lei.bloomberg.com/leis/view/9845007E2D0BDH6C8955,ASCENT,"en
Legal Address
4140 HARRISON BLVD
Ogden, Utah (US-UT), 84403
UNITED STATES
Headquarters Address
4140 HARRISON BLVD
Ogden, Utah (US-UT), 84403
UNITED STATES","Other Entity Name 1
Name
WEBER STATE FEDERAL CREDIT UNION
Type
PREVIOUS_LEGAL_NAME",,,UNITED STATES (US),,,National Credit Union Administration (RA000745),11520,Credit Union (14OD),GENERAL,ACTIVE,1957-01-01 00:00:00
549300U5KJDUGZIWF098,https://lei.bloomberg.com/leis/view/549300U5KJDUGZIWF098,MERCO,en,,"1911 M ST
Merced, California (US-CA), 95340-3706
UNITED STATES","1911 M Street
Merced, California (US-CA), 95340
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),64766,Federal Savings Association (380O),GENERAL,ACTIVE,1966-01-01 00:00:00
549300JD50LHLWMWPN92,https://lei.bloomberg.com/leis/view/549300JD50LHLWMWPN92,PEARL HAWAII FEDERAL CREDIT UNION,en,"Other Entity Name 1
Name
PEARL HAWAII FCU
Type
TRADING_OR_OPERATING_NAME","94-449 Ukee St
Waipahu, Hawaii (US-HI), 96797
UNITED STATES","94-449 Ukee St
Waipahu, Hawaii (US-HI), 96797
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),1961,Credit Union (14OD),GENERAL,ACTIVE,1937-01-01 00:00:00
549300GBMYUTNLY00W24,https://lei.bloomberg.com/leis/view/549300GBMYUTNLY00W24,SUCCESS CREDIT UNION,en,"Other Entity Name 1
Name
Northeast Arkansas Federal Credit Union
Type
PREVIOUS_LEGAL_NAME","411 N Broadway St
Blytheville, Arkansas (US-AR), 72315
UNITED STATES","211 North Broadway Street
Blytheville, Arkansas (US-AR), 72315
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),12808,Credit Union (14OD),GENERAL,ACTIVE,"1959-01-01 00:00:00
Website
www.successcreditunion.com
Legal Entity Events
Legal Entity Event 1
Event Type
CHANGE_LEGAL_ADDRESS
Effective Date
2023-11-07 00:00:00
Recorded Date
2023-11-07 22:50:54
Validation Documents
OTHER_OFFICIAL_DOCUMENTS
Event Status
COMPLETED
Legal Entity Event 2
Event Type
CHANGE_LEGAL_FORM
Effective Date
2023-11-07 00:00:00
Recorded Date
2023-11-07 22:50:54
Validation Documents
REGULATORY_FILING
Event Status
COMPLETED"
549300YYJWBT2GH5DS80,https://lei.bloomberg.com/leis/view/549300YYJWBT2GH5DS80,PICATINNY FEDERAL CREDIT UNION,en,,"100 Mineral Springs RD
Dover, New Jersey (US-NJ), 07801
UNITED STATES","100 Mineral Springs RD
Dover, New Jersey (US-NJ), 07801
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),3291,Credit Union (14OD),GENERAL,ACTIVE,"1939-01-01 00:00:00
Website
https://www.picacreditunion.com/"
254900Q9V3DYHBRTUH61,https://lei.bloomberg.com/leis/view/254900Q9V3DYHBRTUH61,1st National Bank,en,,"c/o 1St National Bank
1160 East Main Street
Lebanon, Ohio (US-OH), 45036
UNITED STATES","1160 East Main Street
Lebanon, Ohio (US-OH), 45036
UNITED STATES",UNITED STATES (US),,,Federal Deposit Insurance Corporation (RA000744),6646,National Bank (62VJ),GENERAL,ACTIVE,"2017-09-14 04:00:00
Website
www.bankwith1st.com"
5493007TX73PE04VDT88,https://lei.bloomberg.com/leis/view/5493007TX73PE04VDT88,The Seymour Bank,en,,"119 N. Main St
Seymour, Missouri (US-MO), 65746
UNITED STATES","119 N. Main St
Seymour, Missouri (US-MO), 65746
UNITED STATES",UNITED STATES (US),Missouri (US-MO),,Federal Deposit Insurance Corporation (RA000744),15701,"Other (8888)
Other Legal Form
BANK",GENERAL,ACTIVE,1939-03-29 00:00:00
254900V9842QPBGIO804,https://lei.bloomberg.com/leis/view/254900V9842QPBGIO804,Honor Credit Union,en,,"8385 Edgewood Road
Berrien Springs, Michigan (US-MI), 49103
UNITED STATES","8385 Edgewood Road
Berrien Springs, Michigan (US-MI), 49103
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),63004,Credit Union (14OD),GENERAL,ACTIVE,"1934-04-03 00:00:00
Website
www.honorcu.com"
549300VZ3M0323R12653,https://lei.bloomberg.com/leis/view/549300VZ3M0323R12653,"Touchstone Bank
","en
Legal Address
20701 First Street
Mc Kenney, Virginia (US-VA), 23872
UNITED STATES
Headquarters Address
P. O. Box 2230; 4300 Crossings Boulevard
Prince George, Virginia (US-VA), 23875
UNITED STATES",,,,UNITED STATES (US),Virginia (US-VA),,Federal Deposit Insurance Corporation (RA000744),6139,Savings Bank (S4U2),GENERAL,ACTIVE,1905-12-31 23:00:00
549300TDVGWRELEO5F50,https://lei.bloomberg.com/leis/view/549300TDVGWRELEO5F50,Visions Federal Credit Union,en,,"3301 Country Club Rd
Endwell, New York (US-NY), 13760-3401
UNITED STATES","24 McKinley Avenue
Endicott, New York (US-NY), 13760
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),17429,Credit Union (14OD),GENERAL,ACTIVE,1971-01-04 00:00:00
5493003VEEM09F16U659,https://lei.bloomberg.com/leis/view/5493003VEEM09F16U659,MASS BAY Credit Union,en,"Other Entity Name 1
Name
MBTA EMPLOYEES CREDIT UNION
Type
PREVIOUS_LEGAL_NAME","147 West 4th Street
Boston, Massachusetts (US-MA), 02127
UNITED STATES","147 West 4th Street
Boston, Massachusetts (US-MA), 02127
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),68137,Federal Savings Association (380O),GENERAL,ACTIVE,1936-02-22 00:00:00
549300E05TZE9VHI0I91,https://lei.bloomberg.com/leis/view/549300E05TZE9VHI0I91,"Mid-Southern Savings Bank, FSB",en,,"300 North Water Street
Salem, Indiana (US-IN), 47167
UNITED STATES","300 North Water Street
Salem, Indiana (US-IN), 47167
UNITED STATES",UNITED STATES (US),Indiana (US-IN),,Federal Deposit Insurance Corporation (RA000744),30133,Commercial Bank (P91Q),GENERAL,ACTIVE,1891-01-01 00:00:00
254900R0GC9CW77VXE28,https://lei.bloomberg.com/leis/view/254900R0GC9CW77VXE28,TELCO COMMUNITY CREDIT UNION,en,,"712 NEW LEICESTER HWY
ASHEVILLE, North Carolina (US-NC), 28806
UNITED STATES","1137 Smokey Park Hwy
Candler, North Carolina (US-NC), 28715
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),63545,Federal Savings Association (380O),GENERAL,ACTIVE,"1935-01-01 00:00:00
Website
www.telcoccu.org"
549300EM8ID8J7F8OM55,https://lei.bloomberg.com/leis/view/549300EM8ID8J7F8OM55,"First Heritage Mortgage, LLC",en,"Other Entity Name 1
Name
Heritage Funding, L.L.C.
Type
PREVIOUS_LEGAL_NAME","C/O C T Corporation System
4701 Cox Rd Ste 285
Ste 285
Glen Allen, Virginia (US-VA), 23060
UNITED STATES","3201 Jermantown Road
Suite 800
Fairfax, Virginia (US-VA), 22030
UNITED STATES",UNITED STATES (US),Virginia (US-VA),,(US-VA): State Corporation Commission (RA000639),S0161820,Limited Liability Company (4WN7),GENERAL,ACTIVE,1996-08-23 00:00:00
5493007XQ4LU452LQJ67,https://lei.bloomberg.com/leis/view/5493007XQ4LU452LQJ67,COMMUNITY FINANCIAL CREDIT UNION,en,"Other Entity Name 1
Name
COMMUNITY FINANCIAL MEMBERS FEDERAL CREDIT UNION
Type
PREVIOUS_LEGAL_NAME","500 S HARVEY ST
PLYMOUTH, Michigan (US-MI), 48170-1759
UNITED STATES","500 South Harvey
Plymouth, Michigan (US-MI), 48170
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),68631,"Other (8888)
Other Legal Form
CREDIT UNION(CU)",GENERAL,ACTIVE,"1951-05-10 00:00:00
Website
cfcu.org"
254900ZHQ3HT9DN8GB42,https://lei.bloomberg.com/leis/view/254900ZHQ3HT9DN8GB42,Eglin Credit Union,en,,"838 Eglin Pkwy NE
Fort Walton Beach, Florida (US-FL), 32547-2530
UNITED STATES","838 Eglin Pkwy NE
Fort Walton Beach, Florida (US-FL), 32547-2530
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),9788,Credit Union (14OD),GENERAL,ACTIVE,"1954-01-01 12:00:00
Website
www.eglinfcu.org"
549300R4DYQY768S1R28,https://lei.bloomberg.com/leis/view/549300R4DYQY768S1R28,Millbury National Bank,en,,"18 Main St
Millbury, Massachusetts (US-MA), 01527
UNITED STATES","18 Main Street
Millbury, Massachusetts (US-MA), 01527
UNITED STATES",UNITED STATES (US),Massachusetts (US-MA),,Federal Deposit Insurance Corporation (RA000744),2616,Commercial Bank (YP04),GENERAL,ACTIVE,"1933-11-15 00:00:00
Legal Entity Events
Legal Entity Event 1
Event Type
CHANGE_LEGAL_FORM
Effective Date
2023-09-08 00:00:00
Recorded Date
2023-09-08 12:35:15
Validation Documents
SUPPORTING_DOCUMENTS
Event Status
COMPLETED"
5493001MUHR5XU30WE58,https://lei.bloomberg.com/leis/view/5493001MUHR5XU30WE58,First Federal Savings and Loan Association,en,,"2 North Second St
Newark, Ohio (US-OH), 43055
UNITED STATES","2 North Second St
Newark, Ohio (US-OH), 43055
UNITED STATES",UNITED STATES (US),,,Federal Deposit Insurance Corporation (RA000744),29090,Federal Savings Association (380O),GENERAL,ACTIVE,1934-07-31 05:00:00
549300Z2IS3ZCJG3OT45,https://lei.bloomberg.com/leis/view/549300Z2IS3ZCJG3OT45,SEA COMM,en,,"30 Stearns St
Massena, New York (US-NY), 13662-2310
UNITED STATES","30 Stearns St
Massena, New York (US-NY), 13662-2310
UNITED STATES",UNITED STATES (US),New York (US-NY),,National Credit Union Administration (RA000745),15672,"Other (8888)
Other Legal Form
FCU",GENERAL,ACTIVE,1962-12-31 05:00:00
5493003ZHM6LK8T0QW13,https://lei.bloomberg.com/leis/view/5493003ZHM6LK8T0QW13,Hometown Bank of Pennsylvania,en,,"638 East Pitt St
Bedford, Pennsylvania (US-PA), 15522
UNITED STATES","638 East Pitt St
Bedford, Pennsylvania (US-PA), 15522
UNITED STATES",UNITED STATES (US),Pennsylvania (US-PA),,Federal Deposit Insurance Corporation (RA000744),58470,Commercial Bank (R9OY),GENERAL,ACTIVE,"2007-04-09 00:00:00
Website
www.hometownbankpa.com"
549300TETFK3GXOHZ594,https://lei.bloomberg.com/leis/view/549300TETFK3GXOHZ594,Texas Bank and Trust Company,en,,"300 East Whaley Street
Longview, Texas (US-TX), 75601
UNITED STATES","300 East Whaley Street
Longview, Texas (US-TX), 75601
UNITED STATES",UNITED STATES (US),Texas (US-TX),,Federal Deposit Insurance Corporation (RA000744),17842,Commercial Bank (HTV5),GENERAL,ACTIVE,1958-03-04 05:00:00
549300QURAICH2YGJV94,https://lei.bloomberg.com/leis/view/549300QURAICH2YGJV94,"WILLOW BEND MORTGAGE COMPANY, LLC",en,,"C/O ALEXANDRA SWANN
5800 W. PLANO PARKWAY SUITE 105
PLANO, Texas (US-TX), 75093
UNITED STATES","2400 Dallas Parkway
Suite 650
Plano, Texas (US-TX), 75093
UNITED STATES",UNITED STATES (US),Texas (US-TX),,(US-TX): Corporations Section (Texas Secretary of State) (RA000637),801367752,Limited Liability Company (WYG5),GENERAL,ACTIVE,
549300L7JNOXBW10PN68,https://lei.bloomberg.com/leis/view/549300L7JNOXBW10PN68,Empower Credit Union,en,"Other Entity Name 1
Name
EMSBLA Credit Union
Type
PREVIOUS_LEGAL_NAME","10635 West Greenfield Avenue
West Allis, Wisconsin (US-WI), 53214
UNITED STATES","10635 West Greenfield Avenue
West Allis, Wisconsin (US-WI), 53214
UNITED STATES",UNITED STATES (US),Wisconsin (US-WI),,National Credit Union Administration (RA000745),68317,"Other (8888)
Other Legal Form
CREDIT_UNION",GENERAL,ACTIVE,
54930020YWIK7HGH2R34,https://lei.bloomberg.com/leis/view/54930020YWIK7HGH2R34,"SFMC, LP",en,,"C/O SHAWN BROUSSARD
5408 W. PLANO PARKWAY
PLANO, Texas (US-TX), 75093
UNITED STATES","5408 W PLANO PKWY
PLANO, Texas (US-TX), 75093
UNITED STATES",UNITED STATES (US),Texas (US-TX),,(US-TX): Corporations Section (Texas Secretary of State) (RA000637),800040813,Limited Partnership (FE1L),GENERAL,ACTIVE,"2001-12-29 00:00:00
Legal Entity Events
Legal Entity Event 1
Event Type
CHANGE_LEGAL_ADDRESS
Effective Date
2024-07-24 00:00:00
Recorded Date
2024-10-25 22:20:44
Validation Documents
SUPPORTING_DOCUMENTS
Event Status
COMPLETED
Legal Entity Event 2
Event Type
CHANGE_HQ_ADDRESS
Effective Date
2024-07-24 00:00:00
Recorded Date
2024-10-25 22:20:44
Validation Documents
SUPPORTING_DOCUMENTS
Event Status
COMPLETED"
549300BM4NS8HDJT3X28,https://lei.bloomberg.com/leis/view/549300BM4NS8HDJT3X28,"INTERCOASTAL MORTGAGE, LLC",en,"Other Entity Name 1
Name
INTERCOASTAL MORTGAGE COMPANY
Type
PREVIOUS_LEGAL_NAME","C/O W. William Gust
10 Franklin Rd SE
Ste 900
Roanoke, Virginia (US-VA), 24011
UNITED STATES","11325 Random Hills Road
Suite 600
Fairfax, Virginia (US-VA), 22030
UNITED STATES",UNITED STATES (US),Virginia (US-VA),,(US-VA): State Corporation Commission (RA000639),3280526,Limited Liability Company (4WN7),GENERAL,ACTIVE,"1988-09-29 00:00:00
Legal Entity Events
Legal Entity Event 1
Event Type
CHANGE_LEGAL_NAME
Effective Date
2020-06-30 00:00:00
Recorded Date
2023-11-13 22:04:22
Validation Documents
SUPPORTING_DOCUMENTS
Event Status
COMPLETED
Legal Entity Event 2
Event Type
CHANGE_LEGAL_ADDRESS
Effective Date
2021-05-18 00:00:00
Recorded Date
2023-11-13 22:04:22
Validation Documents
SUPPORTING_DOCUMENTS
Event Status
COMPLETED
Legal Entity Event 3
Event Type
CHANGE_HQ_ADDRESS
Effective Date
2021-05-18 00:00:00
Recorded Date
2023-11-13 22:04:22
Validation Documents
SUPPORTING_DOCUMENTS
Event Status
COMPLETED
Legal Entity Event 4
Event Type
CHANGE_LEGAL_FORM
Effective Date
2020-06-30 00:00:00
Recorded Date
2023-11-13 22:04:22
Validation Documents
SUPPORTING_DOCUMENTS
Event Status
COMPLETED"
